"","Subject","item","noun","condition","word.CRESP","word.RESP","word.ACC","word.RT","spr_listnr_assigned","recog_listnr_assigned","wrong_combo"
"1934","oa_25","3_unexpected","Haus","unexpected","j","j",1,2991,4,2,""
"1935","oa_25","30_unseen","Toaster",NA,"n","n",1,1784,4,2,""
"1936","oa_25","20_expected","Fahrrad","expected","j","j",1,1592,4,2,""
"1937","oa_25","32_unseen","Buchstaben",NA,"n","n",1,1841,4,2,""
"1938","oa_25","4_expected","Zähne","expected","j","j",1,2696,4,2,""
"1939","oa_25","5_unseen","Kopfgeld",NA,"n","n",1,2117,4,2,""
"1940","oa_25","9_unexpected","Menge","unexpected","j","j",1,3376,4,2,""
"1941","oa_25","8_expected","Berge","expected","j","j",1,3842,4,2,""
"1942","oa_25","15_unseen","Künstlerin",NA,"n","n",1,3681,4,2,""
"1943","oa_25","6_expected","Tisch","expected","j","j",1,1958,4,2,""
"1944","oa_25","34_expected","Bäckerei","expected","j","j",1,1400,4,2,""
"1945","oa_25","1_unseen","Käsekuchen",NA,"n","n",1,2568,4,2,""
"1946","oa_25","38_expected","Licht","expected","j","j",1,1025,4,2,""
"1947","oa_25","23_unseen","Röhre",NA,"n","n",1,1577,4,2,""
"1948","oa_25","14_expected","Ferien","expected","j","j",1,858,4,2,""
"1949","oa_25","39_unseen","Makler",NA,"n","n",1,1816,4,2,""
"1950","oa_25","2_unseen","Technik",NA,"n","n",1,4183,4,2,""
"1951","oa_25","18_expected","Orchester","expected","j","j",1,1336,4,2,""
"1952","oa_25","37_unseen","Smaragd",NA,"n","n",1,1643,4,2,""
"1953","oa_25","45_unexpected","Antwort","unexpected","j","j",1,3506,4,2,""
"1954","oa_25","10_unseen","Zwerge",NA,"n","n",1,4318,4,2,""
"1955","oa_25","17_unseen","Brüder",NA,"n","n",1,2746,4,2,""
"1956","oa_25","7_unexpected","Wagen","unexpected","j","j",1,2206,4,2,""
"1957","oa_25","37_unexpected","Waffe","unexpected","j","n",0,2325,4,2,""
"1958","oa_25","40_unseen","Türke",NA,"n","n",1,2032,4,2,""
"1959","oa_25","29_unseen","Materie",NA,"n","n",1,2695,4,2,""
"1960","oa_25","49_expected","Paket","expected","j","j",1,972,4,2,""
"1961","oa_25","17_unexpected","Herausforderung","unexpected","j","n",0,5957,4,2,""
"1962","oa_25","25_unexpected","Wappen","unexpected","j","j",1,1721,4,2,""
"1963","oa_25","43_unexpected","Gatter","unexpected","j","j",1,2644,4,2,""
"1964","oa_25","13_unseen","Frosch",NA,"n","n",1,4627,4,2,""
"1965","oa_25","3_unseen","Lippen",NA,"n","j",0,6971,4,2,""
"1966","oa_25","35_unexpected","Mund","unexpected","j","j",1,2774,4,2,""
"1967","oa_25","33_unseen","Weste",NA,"n","n",1,1984,4,2,""
"1968","oa_25","16_unseen","Antarktis",NA,"n","n",1,1849,4,2,""
"1969","oa_25","25_unseen","Einzelkind",NA,"n","n",1,1471,4,2,""
"1970","oa_25","28_unseen","Verschluss",NA,"n","j",0,4259,4,2,""
"1971","oa_25","31_unexpected","Watte","unexpected","j","n",0,1690,4,2,""
"1972","oa_25","19_unseen","Bombe",NA,"n","n",1,1143,4,2,""
"1973","oa_25","2_expected","Auto","expected","j","j",1,1369,4,2,""
"1974","oa_25","12_unseen","Wunsch",NA,"n","j",0,2530,4,2,""
"1975","oa_25","36_expected","Sauna","expected","j","j",1,1717,4,2,""
"1976","oa_25","16_expected","Schloss","expected","j","j",1,881,4,2,""
"1977","oa_25","10_expected","Band","expected","j","j",1,1933,4,2,""
"1978","oa_25","8_unseen","Schutt",NA,"n","n",1,10096,4,2,""
"1979","oa_25","24_unseen","Speisesaal",NA,"n","n",1,9359,4,2,""
"1980","oa_25","1_unexpected","Schlafzimmer","unexpected","j","j",1,2036,4,2,""
"1981","oa_25","27_unseen","Bildschirm",NA,"n","j",0,1922,4,2,""
"1982","oa_25","27_unexpected","Platte","unexpected","j","j",1,3206,4,2,""
"1983","oa_25","28_expected","Briefkasten","expected","j","j",1,1406,4,2,""
"1984","oa_25","20_unseen","Wüste",NA,"n","n",1,5077,4,2,""
"1985","oa_25","9_unseen","Sekunde",NA,"n","n",1,2132,4,2,""
"1986","oa_25","24_expected","Wald","expected","j","j",1,798,4,2,""
"1987","oa_25","35_unseen","Mozart",NA,"n","j",0,2422,4,2,""
"1988","oa_25","18_unseen","Pfadfinder",NA,"n","n",1,1502,4,2,""
"1989","oa_25","15_unexpected","Untermieterin","unexpected","j","n",0,10370,4,2,""
"1990","oa_25","30_expected","Polizei","expected","j","j",1,3622,4,2,""
"1991","oa_25","34_unseen","Hypnose",NA,"n","n",1,1790,4,2,""
"1992","oa_25","22_expected","Kühlschrank","expected","j","j",1,1039,4,2,""
"1993","oa_25","22_unseen","Pfanne",NA,"n","j",0,3485,4,2,""
"1994","oa_25","38_unseen","Felsen",NA,"n","n",1,6370,4,2,""
"1995","oa_25","21_unexpected","Offizier","unexpected","j","j",1,1077,4,2,""
"1996","oa_25","31_unseen","Salami",NA,"n","n",1,1889,4,2,""
"1997","oa_25","26_unseen","Märchen",NA,"n","j",0,942,4,2,""
"1998","oa_25","47_expected","Tür","expected","j","j",1,1513,4,2,""
"1999","oa_25","41_unexpected","Bock","unexpected","j","j",1,5644,4,2,""
"2000","oa_25","21_unseen","Zigaretten",NA,"n","n",1,3517,4,2,""
"2001","oa_26","11_expected","Müll","expected","j","j",1,2584,1,1,""
"2002","oa_26","40_unexpected","Vogel","unexpected","j","j",1,6473,1,1,""
"2003","oa_26","23_expected","Zug","expected","j","n",0,1656,1,1,""
"2004","oa_26","38_unseen","Felsen",NA,"n","n",1,1150,1,1,""
"2005","oa_26","9_unseen","Sekunde",NA,"n","n",1,1680,1,1,""
"2006","oa_26","12_unseen","Wunsch",NA,"n","n",1,3645,1,1,""
"2007","oa_26","33_unseen","Weste",NA,"n","n",1,1292,1,1,""
"2008","oa_26","30_unexpected","Geschäft","unexpected","j","j",1,1809,1,1,""
"2009","oa_26","3_expected","Tür","expected","j","j",1,1225,1,1,""
"2010","oa_26","25_expected","Flagge","expected","j","j",1,1672,1,1,""
"2011","oa_26","43_expected","Stall","expected","j","j",1,1437,1,1,""
"2012","oa_26","35_unseen","Mozart",NA,"n","n",1,1740,1,1,""
"2013","oa_26","12_unexpected","Bart","unexpected","j","j",1,1590,1,1,""
"2014","oa_26","17_unseen","Brüder",NA,"n","n",1,1663,1,1,""
"2015","oa_26","40_unseen","Türke",NA,"n","n",1,1372,1,1,""
"2016","oa_26","1_unseen","Käsekuchen",NA,"n","n",1,3485,1,1,""
"2017","oa_26","49_unexpected","Umschlag","unexpected","j","j",1,4450,1,1,""
"2018","oa_26","32_unseen","Buchstaben",NA,"n","n",1,2281,1,1,""
"2019","oa_26","25_unseen","Einzelkind",NA,"n","n",1,1222,1,1,""
"2020","oa_26","31_unseen","Salami",NA,"n","n",1,1789,1,1,""
"2021","oa_26","22_unexpected","Badewanne","unexpected","j","j",1,1366,1,1,""
"2022","oa_26","23_unseen","Röhre",NA,"n","n",1,1375,1,1,""
"2023","oa_26","24_unexpected","Gegend","unexpected","j","j",1,2769,1,1,""
"2024","oa_26","14_unexpected","Weihnachtsmann","unexpected","j","j",1,1370,1,1,""
"2025","oa_26","4_unseen","Unterricht",NA,"n","j",0,1571,1,1,""
"2026","oa_26","34_unexpected","Hotelzimmer","unexpected","j","j",1,1813,1,1,""
"2027","oa_26","17_expected","Rätsel","expected","j","j",1,1981,1,1,""
"2028","oa_26","10_unexpected","Rose","unexpected","j","j",1,1470,1,1,""
"2029","oa_26","14_unseen","Fahrzeuge",NA,"n","j",0,1475,1,1,""
"2030","oa_26","44_unexpected","Vorhang","unexpected","j","j",1,1241,1,1,""
"2031","oa_26","20_unseen","Wüste",NA,"n","j",0,1255,1,1,""
"2032","oa_26","4_unexpected","Bauch","unexpected","j","n",0,1204,1,1,""
"2033","oa_26","13_unseen","Frosch",NA,"n","n",1,2836,1,1,""
"2034","oa_26","26_unexpected","Ratte","unexpected","j","j",1,1307,1,1,""
"2035","oa_26","38_unexpected","Computer","unexpected","j","j",1,1287,1,1,""
"2036","oa_26","31_expected","Teig","expected","j","j",1,1011,1,1,""
"2037","oa_26","47_unexpected","Fensterrahmen","unexpected","j","n",0,2323,1,1,""
"2038","oa_26","10_unseen","Zwerge",NA,"n","n",1,2670,1,1,""
"2039","oa_26","8_unexpected","Osten","unexpected","j","n",0,2140,1,1,""
"2040","oa_26","9_expected","Ziel","expected","j","j",1,2015,1,1,""
"2041","oa_26","5_unseen","Kopfgeld",NA,"n","n",1,1358,1,1,""
"2042","oa_26","15_unseen","Künstlerin",NA,"n","n",1,1792,1,1,""
"2043","oa_26","39_expected","Apotheke","expected","j","j",1,1097,1,1,""
"2044","oa_26","35_expected","Nase","expected","j","j",1,1277,1,1,""
"2045","oa_26","27_unseen","Bildschirm",NA,"n","n",1,3218,1,1,""
"2046","oa_26","7_expected","Schiff","expected","j","j",1,1290,1,1,""
"2047","oa_26","26_unseen","Märchen",NA,"n","j",0,1335,1,1,""
"2048","oa_26","19_unseen","Bombe",NA,"n","n",1,1505,1,1,""
"2049","oa_26","27_expected","Herd","expected","j","n",0,2116,1,1,""
"2050","oa_26","16_unseen","Antarktis",NA,"n","n",1,1592,1,1,""
"2051","oa_26","29_expected","Geheimnis","expected","j","j",1,3352,1,1,""
"2052","oa_26","7_unseen","Zeichnung",NA,"n","j",0,1419,1,1,""
"2053","oa_26","6_unseen","Gipfel",NA,"n","n",1,2618,1,1,""
"2054","oa_26","30_unseen","Toaster",NA,"n","n",1,2178,1,1,""
"2055","oa_26","8_unseen","Schutt",NA,"n","n",1,2979,1,1,""
"2056","oa_26","36_unexpected","Salon","unexpected","j","j",1,1661,1,1,""
"2057","oa_26","11_unseen","Zuneigung",NA,"n","n",1,2283,1,1,""
"2058","oa_26","16_unexpected","Bus","unexpected","j","j",1,1472,1,1,""
"2059","oa_26","19_expected","Fenster","expected","j","j",1,1205,1,1,""
"2060","oa_26","39_unseen","Makler",NA,"n","n",1,1301,1,1,""
"2061","oa_26","41_expected","Kühe","expected","j","j",1,1985,1,1,""
"2062","oa_26","2_unexpected","Gruppe","unexpected","j","n",0,1505,1,1,""
"2063","oa_26","42_unexpected","Decke","unexpected","j","j",1,1709,1,1,""
"2064","oa_26","21_expected","Wunde","expected","j","n",0,2097,1,1,""
"2065","oa_26","37_unseen","Smaragd",NA,"n","n",1,2278,1,1,""
"2066","oa_26","45_expected","Ja-Wort","expected","j","j",1,2219,1,1,""
"2067","oa_26","28_unseen","Verschluss",NA,"n","n",1,2178,1,1,""
"2068","oa_26","21_unseen","Zigaretten",NA,"n","j",0,3548,1,1,""
"2069","oa_26","3_unseen","Lippen",NA,"n","n",1,2006,1,1,""
"2070","oa_26","36_unseen","Schande",NA,"n","n",1,3150,1,1,""
"2071","oa_26","20_unexpected","Ausrüstung","unexpected","j","j",1,1721,1,1,""
"2072","oa_26","15_expected","Schlüsseldienst","expected","j","j",1,1620,1,1,""
"2073","oa_26","24_unseen","Speisesaal",NA,"n","n",1,3251,1,1,""
"2074","oa_26","22_unseen","Pfanne",NA,"n","n",1,2018,1,1,""
"2075","oa_26","29_unseen","Materie",NA,"n","n",1,1145,1,1,""
"2076","oa_26","18_unseen","Pfadfinder",NA,"n","n",1,1972,1,1,""
"2077","oa_26","33_expected","Sonne","expected","j","j",1,1925,1,1,""
"2078","oa_26","2_unseen","Technik",NA,"n","n",1,2737,1,1,""
"2079","oa_26","48_expected","Wand","expected","j","j",1,1516,1,1,""
"2080","oa_26","34_unseen","Hypnose",NA,"n","n",1,1847,1,1,""
"2081","oa_27","13_unexpected","Couch","unexpected","j","n",0,2812,3,2,"XXXX"
"2082","oa_27","14_unseen","Fahrzeuge",NA,"n","n",1,5676,3,2,"XXXX"
"2083","oa_27","5_unexpected","Grundstück","unexpected","j","n",0,1835,3,2,"XXXX"
"2084","oa_27","7_unseen","Zeichnung",NA,"n","n",1,1722,3,2,"XXXX"
"2085","oa_27","48_unexpected","Dachboden","unexpected","j","j",1,4077,3,2,"XXXX"
"2086","oa_27","11_unseen","Zuneigung",NA,"n","n",1,1507,3,2,"XXXX"
"2087","oa_27","19_unexpected","Klappe","unexpected","j","n",0,1455,3,2,"XXXX"
"2088","oa_27","4_unseen","Unterricht",NA,"n","j",0,10221,3,2,"XXXX"
"2089","oa_27","42_expected","Boden","expected","j","j",1,2830,3,2,"XXXX"
"2090","oa_27","36_unseen","Schande",NA,"n","n",1,1454,3,2,"XXXX"
"2091","oa_27","40_expected","Affen","expected","j","j",1,2643,3,2,"XXXX"
"2092","oa_27","6_unseen","Gipfel",NA,"n","n",1,1554,3,2,"XXXX"
"2093","oa_27","39_unexpected","Hospital","unexpected","j","j",1,3276,3,2,"XXXX"
"2094","oa_27","3_unexpected","Haus","unexpected","j","j",1,1770,3,2,"XXXX"
"2095","oa_27","30_unseen","Toaster",NA,"n","j",0,2156,3,2,"XXXX"
"2096","oa_27","20_expected","Fahrrad","expected","j","j",1,1246,3,2,"XXXX"
"2097","oa_27","32_unseen","Buchstaben",NA,"n","j",0,3100,3,2,"XXXX"
"2098","oa_27","4_expected","Zähne","expected","j","n",0,3721,3,2,"XXXX"
"2099","oa_27","5_unseen","Kopfgeld",NA,"n","j",0,3437,3,2,"XXXX"
"2100","oa_27","9_unexpected","Menge","unexpected","j","n",0,1772,3,2,"XXXX"
"2101","oa_27","8_expected","Berge","expected","j","j",1,1325,3,2,"XXXX"
"2102","oa_27","15_unseen","Künstlerin",NA,"n","j",0,2648,3,2,"XXXX"
"2103","oa_27","6_expected","Tisch","expected","j","j",1,951,3,2,"XXXX"
"2104","oa_27","34_expected","Bäckerei","expected","j","j",1,1161,3,2,"XXXX"
"2105","oa_27","1_unseen","Käsekuchen",NA,"n","n",1,4769,3,2,"XXXX"
"2106","oa_27","38_expected","Licht","expected","j","j",1,1180,3,2,"XXXX"
"2107","oa_27","23_unseen","Röhre",NA,"n","n",1,1989,3,2,"XXXX"
"2108","oa_27","14_expected","Ferien","expected","j","j",1,1278,3,2,"XXXX"
"2109","oa_27","39_unseen","Makler",NA,"n","n",1,3467,3,2,"XXXX"
"2110","oa_27","2_unseen","Technik",NA,"n","n",1,2409,3,2,"XXXX"
"2111","oa_27","18_expected","Orchester","expected","j","n",0,4361,3,2,"XXXX"
"2112","oa_27","37_unseen","Smaragd",NA,"n","n",1,1460,3,2,"XXXX"
"2113","oa_27","45_unexpected","Antwort","unexpected","j","n",0,4042,3,2,"XXXX"
"2114","oa_27","10_unseen","Zwerge",NA,"n","j",0,1617,3,2,"XXXX"
"2115","oa_27","17_unseen","Brüder",NA,"n","n",1,1633,3,2,"XXXX"
"2116","oa_27","7_unexpected","Wagen","unexpected","j","n",0,2551,3,2,"XXXX"
"2117","oa_27","37_unexpected","Waffe","unexpected","j","j",1,1609,3,2,"XXXX"
"2118","oa_27","40_unseen","Türke",NA,"n","n",1,1393,3,2,"XXXX"
"2119","oa_27","29_unseen","Materie",NA,"n","n",1,1674,3,2,"XXXX"
"2120","oa_27","49_expected","Paket","expected","j","j",1,1407,3,2,"XXXX"
"2121","oa_27","17_unexpected","Herausforderung","unexpected","j","n",0,2630,3,2,"XXXX"
"2122","oa_27","25_unexpected","Wappen","unexpected","j","n",0,1325,3,2,"XXXX"
"2123","oa_27","43_unexpected","Gatter","unexpected","j","j",1,1592,3,2,"XXXX"
"2124","oa_27","13_unseen","Frosch",NA,"n","n",1,3609,3,2,"XXXX"
"2125","oa_27","3_unseen","Lippen",NA,"n","n",1,1514,3,2,"XXXX"
"2126","oa_27","35_unexpected","Mund","unexpected","j","n",0,1477,3,2,"XXXX"
"2127","oa_27","33_unseen","Weste",NA,"n","n",1,1179,3,2,"XXXX"
"2128","oa_27","16_unseen","Antarktis",NA,"n","n",1,1316,3,2,"XXXX"
"2129","oa_27","25_unseen","Einzelkind",NA,"n","n",1,1079,3,2,"XXXX"
"2130","oa_27","28_unseen","Verschluss",NA,"n","n",1,1676,3,2,"XXXX"
"2131","oa_27","31_unexpected","Watte","unexpected","j","j",1,1457,3,2,"XXXX"
"2132","oa_27","19_unseen","Bombe",NA,"n","n",1,1143,3,2,"XXXX"
"2133","oa_27","2_expected","Auto","expected","j","j",1,2602,3,2,"XXXX"
"2134","oa_27","12_unseen","Wunsch",NA,"n","n",1,1666,3,2,"XXXX"
"2135","oa_27","36_expected","Sauna","expected","j","n",0,4103,3,2,"XXXX"
"2136","oa_27","16_expected","Schloss","expected","j","j",1,2724,3,2,"XXXX"
"2137","oa_27","10_expected","Band","expected","j","n",0,1832,3,2,"XXXX"
"2138","oa_27","8_unseen","Schutt",NA,"n","n",1,1350,3,2,"XXXX"
"2139","oa_27","24_unseen","Speisesaal",NA,"n","j",0,2751,3,2,"XXXX"
"2140","oa_27","1_unexpected","Schlafzimmer","unexpected","j","n",0,4034,3,2,"XXXX"
"2141","oa_27","27_unseen","Bildschirm",NA,"n","j",0,3657,3,2,"XXXX"
"2142","oa_27","27_unexpected","Platte","unexpected","j","n",0,2816,3,2,"XXXX"
"2143","oa_27","28_expected","Briefkasten","expected","j","j",1,1544,3,2,"XXXX"
"2144","oa_27","20_unseen","Wüste",NA,"n","j",0,2602,3,2,"XXXX"
"2145","oa_27","9_unseen","Sekunde",NA,"n","n",1,1699,3,2,"XXXX"
"2146","oa_27","24_expected","Wald","expected","j","j",1,1951,3,2,"XXXX"
"2147","oa_27","35_unseen","Mozart",NA,"n","n",1,1657,3,2,"XXXX"
"2148","oa_27","18_unseen","Pfadfinder",NA,"n","n",1,2975,3,2,"XXXX"
"2149","oa_27","15_unexpected","Untermieterin","unexpected","j","n",0,1168,3,2,"XXXX"
"2150","oa_27","30_expected","Polizei","expected","j","j",1,1473,3,2,"XXXX"
"2151","oa_27","34_unseen","Hypnose",NA,"n","n",1,2143,3,2,"XXXX"
"2152","oa_27","22_expected","Kühlschrank","expected","j","j",1,1505,3,2,"XXXX"
"2153","oa_27","22_unseen","Pfanne",NA,"n","j",0,1060,3,2,"XXXX"
"2154","oa_27","38_unseen","Felsen",NA,"n","n",1,2874,3,2,"XXXX"
"2155","oa_27","21_unexpected","Offizier","unexpected","j","j",1,4264,3,2,"XXXX"
"2156","oa_27","31_unseen","Salami",NA,"n","j",0,1294,3,2,"XXXX"
"2157","oa_27","26_unseen","Märchen",NA,"n","j",0,3483,3,2,"XXXX"
"2158","oa_27","47_expected","Tür","expected","j","j",1,1344,3,2,"XXXX"
"2159","oa_27","41_unexpected","Bock","unexpected","j","n",0,2298,3,2,"XXXX"
"2160","oa_27","21_unseen","Zigaretten",NA,"n","j",0,1615,3,2,"XXXX"
"2161","oa_28","13_unexpected","Couch","unexpected","j","n",0,20941,2,2,""
"2162","oa_28","14_unseen","Fahrzeuge",NA,"n","j",0,3989,2,2,""
"2163","oa_28","5_unexpected","Grundstück","unexpected","j","n",0,2230,2,2,""
"2164","oa_28","7_unseen","Zeichnung",NA,"n","n",1,1701,2,2,""
"2165","oa_28","48_unexpected","Dachboden","unexpected","j","j",1,2065,2,2,""
"2166","oa_28","11_unseen","Zuneigung",NA,"n","j",0,5455,2,2,""
"2167","oa_28","19_unexpected","Klappe","unexpected","j","n",0,1462,2,2,""
"2168","oa_28","4_unseen","Unterricht",NA,"n","j",0,2812,2,2,""
"2169","oa_28","42_expected","Boden","expected","j","j",1,1780,2,2,""
"2170","oa_28","36_unseen","Schande",NA,"n","n",1,1549,2,2,""
"2171","oa_28","40_expected","Affen","expected","j","j",1,1983,2,2,""
"2172","oa_28","6_unseen","Gipfel",NA,"n","n",1,4568,2,2,""
"2173","oa_28","39_unexpected","Hospital","unexpected","j","n",0,2450,2,2,""
"2174","oa_28","3_unexpected","Haus","unexpected","j","j",1,1529,2,2,""
"2175","oa_28","30_unseen","Toaster",NA,"n","n",1,1436,2,2,""
"2176","oa_28","20_expected","Fahrrad","expected","j","j",1,1682,2,2,""
"2177","oa_28","32_unseen","Buchstaben",NA,"n","n",1,1623,2,2,""
"2178","oa_28","4_expected","Zähne","expected","j","n",0,2630,2,2,""
"2179","oa_28","5_unseen","Kopfgeld",NA,"n","n",1,1734,2,2,""
"2180","oa_28","9_unexpected","Menge","unexpected","j","j",1,1881,2,2,""
"2181","oa_28","8_expected","Berge","expected","j","j",1,1646,2,2,""
"2182","oa_28","15_unseen","Künstlerin",NA,"n","j",0,4436,2,2,""
"2183","oa_28","6_expected","Tisch","expected","j","j",1,5219,2,2,""
"2184","oa_28","34_expected","Bäckerei","expected","j","j",1,1452,2,2,""
"2185","oa_28","1_unseen","Käsekuchen",NA,"n","n",1,1458,2,2,""
"2186","oa_28","38_expected","Licht","expected","j","n",0,2183,2,2,""
"2187","oa_28","23_unseen","Röhre",NA,"n","n",1,1544,2,2,""
"2188","oa_28","14_expected","Ferien","expected","j","j",1,1643,2,2,""
"2189","oa_28","39_unseen","Makler",NA,"n","n",1,1449,2,2,""
"2190","oa_28","2_unseen","Technik",NA,"n","n",1,1271,2,2,""
"2191","oa_28","18_expected","Orchester","expected","j","j",1,1644,2,2,""
"2192","oa_28","37_unseen","Smaragd",NA,"n","n",1,3843,2,2,""
"2193","oa_28","45_unexpected","Antwort","unexpected","j","j",1,2762,2,2,""
"2194","oa_28","10_unseen","Zwerge",NA,"n","n",1,2293,2,2,""
"2195","oa_28","17_unseen","Brüder",NA,"n","n",1,2466,2,2,""
"2196","oa_28","7_unexpected","Wagen","unexpected","j","j",1,3215,2,2,""
"2197","oa_28","37_unexpected","Waffe","unexpected","j","n",0,7159,2,2,""
"2198","oa_28","40_unseen","Türke",NA,"n","n",1,2467,2,2,""
"2199","oa_28","29_unseen","Materie",NA,"n","n",1,1576,2,2,""
"2200","oa_28","49_expected","Paket","expected","j","n",0,1674,2,2,""
"2201","oa_28","17_unexpected","Herausforderung","unexpected","j","n",0,3079,2,2,""
"2202","oa_28","25_unexpected","Wappen","unexpected","j","n",0,1444,2,2,""
"2203","oa_28","43_unexpected","Gatter","unexpected","j","n",0,4210,2,2,""
"2204","oa_28","13_unseen","Frosch",NA,"n","n",1,1635,2,2,""
"2205","oa_28","3_unseen","Lippen",NA,"n","n",1,6330,2,2,""
"2206","oa_28","35_unexpected","Mund","unexpected","j","j",1,1094,2,2,""
"2207","oa_28","33_unseen","Weste",NA,"n","n",1,4906,2,2,""
"2208","oa_28","16_unseen","Antarktis",NA,"n","n",1,1695,2,2,""
"2209","oa_28","25_unseen","Einzelkind",NA,"n","n",1,3364,2,2,""
"2210","oa_28","28_unseen","Verschluss",NA,"n","n",1,1262,2,2,""
"2211","oa_28","31_unexpected","Watte","unexpected","j","n",0,3988,2,2,""
"2212","oa_28","19_unseen","Bombe",NA,"n","n",1,1165,2,2,""
"2213","oa_28","2_expected","Auto","expected","j","j",1,1350,2,2,""
"2214","oa_28","12_unseen","Wunsch",NA,"n","j",0,6152,2,2,""
"2215","oa_28","36_expected","Sauna","expected","j","j",1,3740,2,2,""
"2216","oa_28","16_expected","Schloss","expected","j","n",0,4711,2,2,""
"2217","oa_28","10_expected","Band","expected","j","j",1,2156,2,2,""
"2218","oa_28","8_unseen","Schutt",NA,"n","n",1,1550,2,2,""
"2219","oa_28","24_unseen","Speisesaal",NA,"n","n",1,3176,2,2,""
"2220","oa_28","1_unexpected","Schlafzimmer","unexpected","j","j",1,2634,2,2,""
"2221","oa_28","27_unseen","Bildschirm",NA,"n","n",1,3824,2,2,""
"2222","oa_28","27_unexpected","Platte","unexpected","j","n",0,2168,2,2,""
"2223","oa_28","28_expected","Briefkasten","expected","j","n",0,2393,2,2,""
"2224","oa_28","20_unseen","Wüste",NA,"n","j",0,1346,2,2,""
"2225","oa_28","9_unseen","Sekunde",NA,"n","n",1,1165,2,2,""
"2226","oa_28","24_expected","Wald","expected","j","j",1,2262,2,2,""
"2227","oa_28","35_unseen","Mozart",NA,"n","n",1,2564,2,2,""
"2228","oa_28","18_unseen","Pfadfinder",NA,"n","n",1,2718,2,2,""
"2229","oa_28","15_unexpected","Untermieterin","unexpected","j","n",0,1881,2,2,""
"2230","oa_28","30_expected","Polizei","expected","j","n",0,1654,2,2,""
"2231","oa_28","34_unseen","Hypnose",NA,"n","n",1,1772,2,2,""
"2232","oa_28","22_expected","Kühlschrank","expected","j","j",1,3293,2,2,""
"2233","oa_28","22_unseen","Pfanne",NA,"n","n",1,5530,2,2,""
"2234","oa_28","38_unseen","Felsen",NA,"n","n",1,1326,2,2,""
"2235","oa_28","21_unexpected","Offizier","unexpected","j","n",0,2434,2,2,""
"2236","oa_28","31_unseen","Salami",NA,"n","n",1,1128,2,2,""
"2237","oa_28","26_unseen","Märchen",NA,"n","j",0,2828,2,2,""
"2238","oa_28","47_expected","Tür","expected","j","j",1,1019,2,2,""
"2239","oa_28","41_unexpected","Bock","unexpected","j","j",1,1250,2,2,""
"2240","oa_28","21_unseen","Zigaretten",NA,"n","n",1,2168,2,2,""
"2241","oa_29","13_unexpected","Couch","unexpected","j","j",1,1705,4,2,""
"2242","oa_29","14_unseen","Fahrzeuge",NA,"n","n",1,4965,4,2,""
"2243","oa_29","5_unexpected","Grundstück","unexpected","j","j",1,2527,4,2,""
"2244","oa_29","7_unseen","Zeichnung",NA,"n","n",1,11555,4,2,""
"2245","oa_29","48_unexpected","Dachboden","unexpected","j","j",1,1288,4,2,""
"2246","oa_29","11_unseen","Zuneigung",NA,"n","j",0,5581,4,2,""
"2247","oa_29","19_unexpected","Klappe","unexpected","j","j",1,1303,4,2,""
"2248","oa_29","4_unseen","Unterricht",NA,"n","j",0,1859,4,2,""
"2249","oa_29","42_expected","Boden","expected","j","j",1,3897,4,2,""
"2250","oa_29","36_unseen","Schande",NA,"n","n",1,2189,4,2,""
"2251","oa_29","40_expected","Affen","expected","j","j",1,1254,4,2,""
"2252","oa_29","6_unseen","Gipfel",NA,"n","n",1,4572,4,2,""
"2253","oa_29","39_unexpected","Hospital","unexpected","j","j",1,1710,4,2,""
"2254","oa_29","3_unexpected","Haus","unexpected","j","j",1,2746,4,2,""
"2255","oa_29","30_unseen","Toaster",NA,"n","n",1,13036,4,2,""
"2256","oa_29","20_expected","Fahrrad","expected","j","j",1,1335,4,2,""
"2257","oa_29","32_unseen","Buchstaben",NA,"n","n",1,5849,4,2,""
"2258","oa_29","4_expected","Zähne","expected","j","j",1,1049,4,2,""
"2259","oa_29","5_unseen","Kopfgeld",NA,"n","n",1,1311,4,2,""
"2260","oa_29","9_unexpected","Menge","unexpected","j","j",1,1466,4,2,""
"2261","oa_29","8_expected","Berge","expected","j","j",1,1768,4,2,""
"2262","oa_29","15_unseen","Künstlerin",NA,"n","n",1,1585,4,2,""
"2263","oa_29","6_expected","Tisch","expected","j","j",1,1290,4,2,""
"2264","oa_29","34_expected","Bäckerei","expected","j","j",1,2046,4,2,""
"2265","oa_29","1_unseen","Käsekuchen",NA,"n","n",1,1461,4,2,""
"2266","oa_29","38_expected","Licht","expected","j","n",0,6195,4,2,""
"2267","oa_29","23_unseen","Röhre",NA,"n","n",1,2125,4,2,""
"2268","oa_29","14_expected","Ferien","expected","j","j",1,1096,4,2,""
"2269","oa_29","39_unseen","Makler",NA,"n","n",1,1613,4,2,""
"2270","oa_29","2_unseen","Technik",NA,"n","n",1,4373,4,2,""
"2271","oa_29","18_expected","Orchester","expected","j","j",1,1767,4,2,""
"2272","oa_29","37_unseen","Smaragd",NA,"n","n",1,1344,4,2,""
"2273","oa_29","45_unexpected","Antwort","unexpected","j","n",0,1835,4,2,""
"2274","oa_29","10_unseen","Zwerge",NA,"n","n",1,4289,4,2,""
"2275","oa_29","17_unseen","Brüder",NA,"n","n",1,4438,4,2,""
"2276","oa_29","7_unexpected","Wagen","unexpected","j","j",1,1598,4,2,""
